Natural Frequency		8.2V		8.3V		8.4V		8.5V		8.6V		8.7V		8.8V		8.9V		9.0V		9.1V		9.2V		9.3V		9.4V		9.5V		9.6V		9.7V		9.8V		9.9V		10.0V		Natural_Freq_w/Motor	
Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage
0.536	1.0028	0.536	-0.142103	0.536	0.255651	0.536	0.236898	0.536	0.307303	0.536	0.245123	0.536	0.344808	0.536	-0.882998	0.536	-1.17646	0.536	-0.941888	0.536	-1.50118	0.536	-1.26332	0.536	-1.64297	0.536	1.74665	0.536	1.36403	0.536	4.78623	0.536	1.06103	0.536	0.67808	0.536	-0.0641316	0.536	-0.935308	0.536	-0.0216914
0.537	1.10544	0.537	-0.134865	0.537	0.291511	0.537	0.208934	0.537	0.418174	0.537	0.205973	0.537	0.17077	0.537	-0.933334	0.537	-1.14488	0.537	-0.667836	0.537	-1.48045	0.537	-1.0271	0.537	-1.32747	0.537	1.13374	0.537	1.98682	0.537	4.82867	0.537	0.930747	0.537	0.574446	0.537	-0.124009	0.537	-0.578679	0.537	-0.0559068
0.538	0.911337	0.538	-0.164475	0.538	0.14149	0.538	0.285589	0.538	0.49483	0.538	0.0464105	0.538	-0.0151115	0.538	-1.02381	0.538	-1.26101	0.538	-0.539199	0.538	-1.31892	0.538	-0.771798	0.538	-0.952745	0.538	0.660643	0.538	2.68988	0.538	4.51349	0.538	0.690911	0.538	0.305329	0.538	-0.621448	0.538	-0.644149	0.538	-0.0868323
0.539	0.471471	0.539	-0.293441	0.539	0.0918117	0.539	0.310593	0.539	0.470813	0.539	-0.0503139	0.539	-0.122693	0.539	-0.978078	0.539	-1.19456	0.539	-0.354305	0.539	-1.16791	0.539	-0.427341	0.539	-0.489192	0.539	0.0418045	0.539	3.17153	0.539	3.88018	0.539	0.492527	0.539	-0.04176	0.539	-0.657637	0.539	-0.605985	0.539	-0.113152
0.54	-0.101308	0.54	-0.299692	0.54	0.0770069	0.54	0.299407	0.54	0.481012	0.54	-0.191781	0.54	-0.27732	0.54	-1.03861	0.54	-1.01986	0.54	0.0200909	0.54	-1.0192	0.54	-0.109862	0.54	-0.137826	0.54	-0.5063	0.54	3.65778	0.54	3.44196	0.54	0.0645051	0.54	-0.0897932	0.54	-0.651386	0.54	-0.16283	0.54	-0.135523
0.541	-0.660927	0.541	-0.300021	0.541	-0.0318902	0.541	0.428044	0.541	0.523781	0.541	-0.260541	0.541	-0.311864	0.541	-1.00571	0.541	-0.999133	0.541	0.169783	0.541	-0.69613	0.541	0.116815	0.541	0.275391	0.541	-1.07052	0.541	3.8361	0.541	2.83859	0.541	-0.0470239	0.541	-0.225997	0.541	-0.995514	0.541	-0.140787	0.541	-0.152631
0.542	-1.06625	0.542	-0.303311	0.542	-0.0812394	0.542	0.389223	0.542	0.425412	0.542	-0.2839	0.542	-0.516828	0.542	-0.818844	0.542	-0.846151	0.542	0.513254	0.542	-0.556636	0.542	0.542534	0.542	0.692884	0.542	-1.57191	0.542	4.05981	0.542	1.93451	0.542	-0.18882	0.542	-0.746137	0.542	-0.939585	0.542	-0.0108346	0.542	-0.161843
0.543	-1.21298	0.543	-0.311864	0.543	-0.154276	0.543	0.350072	0.543	0.414226	0.543	-0.34937	0.543	-0.623093	0.543	-0.738241	0.543	-0.698433	0.543	0.671829	0.543	-0.336539	0.543	0.859356	0.543	1.22586	0.543	-2.10751	0.543	4.01902	0.543	0.964634	0.543	-0.716856	0.543	-0.667836	0.543	-0.724094	0.543	0.377708	0.543	-0.16612
0.544	-1.06592	0.544	-0.294757	0.544	-0.154934	0.544	0.362574	0.544	0.391526	0.544	-0.44741	0.544	-0.615855	0.544	-0.644478	0.544	-0.452016	0.544	0.914956	0.544	-0.0216914	0.544	1.10709	0.544	1.50221	0.544	-2.53849	0.544	3.83412	0.544	0.19709	0.544	-0.716856	0.544	-0.826411	0.544	-1.03631	0.544	0.415542	0.544	-0.163817
0.545	-0.662243	0.545	-0.245737	0.545	-0.207244	0.545	0.384946	0.545	0.341189	0.545	-0.506629	0.545	-0.759625	0.545	-0.525711	0.545	-0.348712	0.545	1.02352	0.545	0.196103	0.545	1.27849	0.545	1.72659	0.545	-2.78952	0.545	3.64857	0.545	-0.768837	0.545	-0.918859	0.545	-1.13599	0.545	-0.951429	0.545	0.370799	0.545	-0.154605
0.546	-0.108217	0.546	-0.212179	0.546	-0.237183	0.546	0.338228	0.546	0.361258	0.546	-0.615197	0.546	-0.80733	0.546	-0.320747	0.546	-0.106572	0.546	1.15348	0.546	0.47838	0.546	1.56702	0.546	2.0569	0.546	-3.10666	0.546	3.21792	0.546	-1.58507	0.546	-1.18929	0.546	-1.08632	0.546	-0.599734	0.546	0.773159	0.546	-0.136839
0.547	0.455021	0.547	-0.207244	0.547	-0.237512	0.547	0.257625	0.547	0.247097	0.547	-0.599734	0.547	-0.831346	0.547	-0.194742	0.547	0.210579	0.547	1.30514	0.547	0.738944	0.547	1.6575	0.547	2.23192	0.547	-3.16457	0.547	2.70765	0.547	-2.475	0.547	-1.23074	0.547	-0.958667	0.547	-0.663888	0.547	0.814941	0.547	-0.115455
0.548	0.885675	0.548	-0.180267	0.548	-0.282913	0.548	0.295459	0.548	0.133594	0.548	-0.630002	0.548	-0.716198	0.548	-0.0170855	0.548	0.296117	0.548	1.39101	0.548	1.00839	0.548	1.75159	0.548	2.34411	0.548	-3.0889	0.548	2.00162	0.548	-3.15239	0.548	-1.1031	0.548	-1.28602	0.548	-0.628357	0.548	0.745853	0.548	-0.0897932
0.549	1.07452	0.549	-0.206257	0.549	-0.326998	0.549	0.184588	0.549	0.10859	0.549	-0.444449	0.549	-0.776075	0.549	0.262231	0.549	0.573459	0.549	1.3285	0.549	1.09952	0.549	1.73152	0.549	2.29969	0.549	-3.07673	0.549	1.35778	0.549	-3.89197	0.549	-1.30016	0.549	-0.989592	0.549	-0.123022	0.549	0.888307	0.549	-0.0582097
0.55	0.97582	0.55	-0.138484	0.55	-0.344435	0.55	0.146754	0.55	0.014498	0.55	-0.536238	0.55	-0.772456	0.55	0.303026	0.55	0.666894	0.55	1.34923	0.55	1.26632	0.55	1.80127	0.55	2.39379	0.55	-2.89117	0.55	0.572473	0.55	-4.3848	0.55	-1.24654	0.55	-0.937611	0.55	-0.167765	0.55	0.944565	0.55	-0.0246523
0.551	0.613268	0.551	-0.099334	0.551	-0.361871	0.551	0.0990496	0.551	-0.105256	0.551	-0.587233	0.551	-0.577363	0.551	0.549114	0.551	0.90706	0.551	1.34035	0.551	1.40746	0.551	1.59663	0.551	2.13849	0.551	-2.56876	0.551	-0.285545	0.551	-4.65556	0.551	-1.0702	0.551	-0.859311	0.551	-0.0236653	0.551	0.682028	0.551	0.00956309
0.552	0.0789809	0.552	-0.0707115	0.552	-0.235538	0.552	0.00561515	0.552	-0.184873	0.552	-0.406615	0.552	-0.48656	0.552	0.656037	0.552	0.896532	0.552	1.17684	0.552	1.46898	0.552	1.38904	0.552	1.83285	0.552	-2.11475	0.552	-0.859969	0.552	-4.93586	0.552	-0.973472	0.552	-0.68297	0.552	0.359613	0.552	0.936011	0.552	0.0441075
0.553	-0.486231	0.553	0.0868768	0.553	-0.318444	0.553	-0.0799234	0.553	-0.209876	0.553	-0.34937	0.553	-0.448397	0.553	0.852447	0.553	1.04326	0.553	1.03504	0.553	1.42457	0.553	1.36864	0.553	1.68513	0.553	-1.78576	0.553	-1.76273	0.553	-5.13391	0.553	-0.808646	0.553	-0.264489	0.553	0.380011	0.553	0.697161	0.553	0.0802969
0.554	-0.940243	0.554	0.073388	0.554	-0.281926	0.554	-0.10394	0.554	-0.3066	0.554	-0.326669	0.554	-0.332262	0.554	0.835339	0.554	1.20809	0.554	0.809349	0.554	1.48412	0.554	1.19032	0.554	1.37325	0.554	-1.29029	0.554	-2.37498	0.554	-4.86611	0.554	-0.360227	0.554	-0.328643	0.554	0.371128	0.554	0.417187	0.554	0.112209
0.555	-1.16692	0.555	0.188536	0.555	-0.205928	0.555	-0.169739	0.555	-0.416156	0.555	-0.229616	0.555	-0.142103	0.555	0.918575	0.555	1.18276	0.555	0.605372	0.555	1.36074	0.555	0.732035	0.555	0.890939	0.555	-0.498733	0.555	-3.06751	0.555	-4.57265	0.555	-0.258896	0.555	-0.112823	0.555	0.926142	0.555	0.316186	0.555	0.140503
0.556	-1.11132	0.556	0.1938	0.556	-0.218759	0.556	-0.18257	0.556	-0.334565	0.556	-0.0904512	0.556	-0.0473529	0.556	1.06498	0.556	1.16532	0.556	0.375405	0.556	1.19164	0.556	0.452719	0.556	0.506674	0.556	0.0260128	0.556	-3.53797	0.556	-4.06798	0.556	-0.0223494	0.556	0.201367	0.556	0.923839	0.556	0.341847	0.556	0.166164
0.557	-0.788248	0.557	0.241175	0.557	-0.190465	0.557	-0.241789	0.557	-0.459583	0.557	0.00462817	0.557	0.126685	0.557	1.01333	0.557	1.07057	0.557	0.163203	0.557	1.11795	0.557	0.221106	0.557	0.114512	0.557	0.571157	0.557	-3.99955	0.557	-3.63601	0.557	0.274075	0.557	0.379024	0.557	0.763289	0.557	-0.0509719	0.557	0.185904
0.558	-0.281597	0.558	0.227686	0.558	-0.163159	0.558	-0.379308	0.558	-0.440172	0.558	0.0776649	0.558	0.346782	0.558	0.970885	0.558	1.05478	0.558	-0.0568938	0.558	0.851789	0.558	-0.219746	0.558	-0.331604	0.558	0.967266	0.558	-4.24531	0.558	-2.91618	0.558	0.625441	0.558	0.556352	0.558	0.912982	0.558	-0.214482	0.558	0.20038
0.559	0.280325	0.559	0.224067	0.559	-0.0595257	0.559	-0.352989	0.559	-0.500707	0.559	0.224067	0.559	0.302039	0.559	0.87087	0.559	0.902454	0.559	-0.389836	0.559	0.60603	0.559	-0.515512	0.559	-0.796144	0.559	1.66375	0.559	-4.30387	0.559	-2.01441	0.559	0.744537	0.559	1.13834	0.559	1.06235	0.559	-0.201322	0.559	0.20696
0.56	0.754406	0.56	0.317831	0.56	0.072072	0.56	-0.386546	0.56	-0.468795	0.56	0.240188	0.56	0.454693	0.56	0.885675	0.56	0.745853	0.56	-0.567822	0.56	0.369483	0.56	-0.667507	0.56	-1.05144	0.56	2.13092	0.56	-4.25583	0.56	-1.07678	0.56	1.01398	0.56	0.911337	0.56	0.739931	0.56	-0.519789	0.56	0.207947
0.561	1.0199	0.561	0.304671	0.561	0.0516744	0.561	-0.409576	0.561	-0.369767	0.561	0.412581	0.561	0.662288	0.561	0.762631	0.561	0.674132	0.561	-0.717185	0.561	0.147083	0.561	-1.09388	0.561	-1.52421	0.561	2.49117	0.561	-4.20714	0.561	-0.134865	0.561	1.18276	0.561	0.905086	0.561	1.1265	0.561	-0.677377	0.561	0.201367
0.562	1.01004	0.562	0.282957	0.562	0.12175	0.562	-0.427999	0.562	-0.38852	0.562	0.465878	0.562	0.732364	0.562	0.616887	0.562	0.441862	0.562	-0.999133	0.562	-0.102953	0.562	-1.33964	0.562	-1.7647	0.562	2.75074	0.562	-3.89197	0.562	0.666236	0.562	1.2377	0.562	1.16664	0.562	0.786648	0.562	-0.59776	0.562	0.189852
0.563	0.727758	0.563	0.32474	0.563	0.146425	0.563	-0.309561	0.563	-0.401351	0.563	0.519504	0.563	0.669526	0.563	0.560629	0.563	0.214856	0.563	-1.06723	0.563	-0.472414	0.563	-1.46959	0.563	-2.08185	0.563	3.01855	0.563	-3.31393	0.563	1.30975	0.563	1.54202	0.563	1.25941	0.563	0.417187	0.563	-0.915898	0.563	0.172086
0.564	0.24611	0.564	0.271443	0.564	0.196103	0.564	-0.291796	0.564	-0.277978	0.564	0.568196	0.564	0.738944	0.564	0.357639	0.564	-0.0029387	0.564	-1.27845	0.564	-0.641517	0.564	-1.53638	0.564	-2.17101	0.564	3.08402	0.564	-2.85005	0.564	2.60533	0.564	1.54465	0.564	1.03635	0.564	0.426399	0.564	-0.822463	0.564	0.148728
0.565	-0.311206	0.565	0.244136	0.565	0.268811	0.565	-0.329959	0.565	-0.276991	0.565	0.580039	0.565	0.834681	0.565	0.160243	0.565	-0.226655	0.565	-1.33372	0.565	-0.94452	0.565	-1.74134	0.565	-2.32925	0.565	3.16166	0.565	-2.26313	0.565	3.28404	0.565	1.34429	0.565	1.11334	0.565	0.454035	0.565	-0.691195	0.565	0.120763
0.566	-0.799105	0.566	0.202025	0.566	0.253019	0.566	-0.258896	0.566	-0.210534	0.566	0.608662	0.566	0.781384	0.566	-0.0799234	0.566	-0.411879	0.566	-1.40018	0.566	-1.12283	0.566	-1.77786	0.566	-2.3888	0.566	3.02874	0.566	-1.55513	0.566	3.84333	0.566	1.34495	0.566	1.05248	0.566	-0.0325482	0.566	-0.949784	0.566	0.0891797
0.567	-1.09652	0.567	0.214198	0.567	0.292827	0.567	-0.214153	0.567	-0.154605	0.567	0.549114	0.567	0.771843	0.567	-0.220075	0.567	-0.623751	0.567	-1.34918	0.567	-1.24752	0.567	-1.67883	0.567	-2.33518	0.567	2.83661	0.567	-0.728371	0.567	4.12133	0.567	1.42852	0.567	0.655708	0.567	-0.134536	0.567	-0.861614	0.567	0.0549643
0.568	-1.12876	0.568	0.19051	0.568	0.346782	0.568	-0.232577	0.568	0.0371986	0.568	0.582342	0.568	0.714598	0.568	-0.351344	0.568	-0.732977	0.568	-1.26825	0.568	-1.3403	0.568	-1.63212	0.568	-2.12133	0.568	2.55368	0.568	0.0371986	0.568	4.57107	0.568	1.09195	0.568	0.696503	0.568	-0.0641316	0.568	-0.615855	0.568	0.0191039
0.569	-0.890236	0.569	0.149057	0.569	0.310593	0.569	-0.145064	0.569	0.0431205	0.569	0.516543	0.569	0.638271	0.569	-0.510906	0.569	-0.889578	0.569	-1.14619	0.569	-1.44064	0.569	-1.4844	0.569	-1.92328	0.569	2.17731	0.569	0.74684	0.569	4.75695	0.569	0.936998	0.569	0.521807	0.569	-0.542818	0.569	-0.621448	0.569	-0.0157695
0.57	-0.440501	0.57	0.100695	0.57	0.355336	0.57	-0.10065	0.57	0.0506874	0.57	0.425083	0.57	0.555365	0.57	-0.64382	0.57	-0.992882	0.57	-1.0475	0.57	-1.49328	0.57	-1.33701	0.57	-1.64001	0.57	1.74007	0.57	1.55419	0.57	4.73984	0.57	0.719204	0.57	0.129317	0.57	-0.704025	0.57	-0.559926	0.57	-0.0489979
0.571	0.104971	0.571	0.0391726	0.571	0.324411	0.571	-0.0358381	0.571	0.247426	0.571	0.441204	0.571	0.443178	0.571	-0.780352	0.571	-1.09454	0.571	-0.922149	0.571	-1.40182	0.571	-1.13863	0.571	-1.33438	0.571	1.09097	0.571	2.18224	0.571	4.61087	0.571	0.483644	0.571	-0.0710405	0.571	-0.62079	0.571	-0.11381	0.571	-0.0805814
0.572	0.606359	0.572	-0.0292582	0.572	0.307632	0.572	0.072072	0.572	0.253348	0.572	0.352704	0.572	0.339544	0.572	-0.873786	0.572	-1.13172	0.572	-0.579666	0.572	-1.4311	0.572	-0.786274	0.572	-0.927741	0.572	0.610307	0.572	2.82477	0.572	4.24405	0.572	0.0687821	0.572	-0.04176	0.572	-0.92182	0.572	-0.167107	0.572	-0.107559
0.573	0.937327	0.573	-0.0578808	0.573	0.283615	0.573	0.127343	0.573	0.309935	0.573	0.201696	0.573	0.163532	0.573	-0.972485	0.573	-1.14389	0.573	-0.468466	0.573	-1.25706	0.573	-0.510577	0.573	-0.447081	0.573	-0.0332062	0.573	3.32517	0.573	3.76931	0.573	-0.0401151	0.573	-0.476032	0.573	-1.04848	0.573	-0.0309032	0.573	-0.13026
0.574	1.013	0.574	-0.12368	0.574	0.23624	0.574	0.185904	0.574	0.41949	0.574	0.120763	0.574	0.0342377	0.574	-1.02381	0.574	-1.16626	0.574	-0.289164	0.574	-1.17218	0.574	-0.201651	0.574	-0.0973601	0.574	-0.574402	0.574	3.70746	0.574	3.21134	0.574	-0.185531	0.574	-0.695143	0.574	-0.7843	0.574	0.392842	0.574	-0.147367
0.575	0.81527	0.575	-0.137497	0.575	0.246768	0.575	0.164519	0.575	0.492527	0.575	-0.00392568	0.575	-0.133878	0.575	-0.875431	0.575	-1.0294	0.575	0.0516744	0.575	-0.871812	0.575	0.128659	0.575	0.303684	0.575	-1.09421	0.575	3.90124	0.575	2.71357	0.575	-0.71883	0.575	-0.732319	0.575	-0.983999	0.575	0.38034	0.575	-0.15954
0.576	0.395802	0.576	-0.18882	0.576	0.150702	0.576	0.227686	0.576	0.452719	0.576	-0.106901	0.576	-0.251987	0.576	-1.01394	0.576	-1.01821	0.576	0.167809	0.576	-0.751072	0.576	0.554378	0.576	0.728087	0.576	-1.70779	0.576	4.06244	0.576	1.60223	0.576	-0.731003	0.576	-0.971169	0.576	-0.930702	0.576	0.416529	0.576	-0.164146
0.577	-0.135523	0.577	-0.203954	0.577	0.0631892	0.577	0.303355	0.577	0.467852	0.577	-0.202638	0.577	-0.369109	0.577	-0.889578	0.577	-0.859969	0.577	0.522136	0.577	-0.490837	0.577	0.708347	0.577	1.25941	0.577	-2.11113	0.577	4.01902	0.577	0.627086	0.577	-0.942546	0.577	-1.23042	0.577	-0.708631	0.577	0.701767	0.577	-0.163159
0.578	-0.643491	0.578	-0.241789	0.578	0.0598992	0.578	0.40962	0.578	0.523123	0.578	-0.264489	0.578	-0.491824	0.578	-0.865891	0.578	-0.752388	0.578	0.691897	0.578	-0.0845293	0.578	1.09228	0.578	1.50287	0.578	-2.59738	0.578	3.74398	0.578	-0.157566	0.578	-1.19488	0.578	-0.921162	0.578	-0.66652	0.578	0.82843	0.578	-0.155263
0.579	-0.998475	0.579	-0.289822	0.579	-0.0289293	0.579	0.370799	0.579	0.477064	0.579	-0.372399	0.579	-0.57835	0.579	-0.742518	0.579	-0.540515	0.579	0.968582	0.579	0.134252	0.579	1.28902	0.579	1.74501	0.579	-2.78919	0.579	3.5479	0.579	-1.02183	0.579	-1.24621	0.579	-1.12514	0.579	-0.726726	0.579	0.802769	0.579	-0.1398
0.58	-1.11461	0.58	-0.289164	0.58	-0.040773	0.58	0.410278	0.58	0.447126	0.58	-0.460899	0.58	-0.602695	0.58	-0.623422	0.58	-0.392139	0.58	1.01596	0.58	0.412252	0.58	1.42687	0.58	2.06775	0.58	-3.13891	0.58	3.10343	0.58	-1.79497	0.58	-1.08829	0.58	-1.21561	0.58	-0.189149	0.58	0.968582	0.58	-0.119732
0.581	-0.961299	0.581	-0.306929	0.581	-0.125983	0.581	0.401395	0.581	0.398763	0.581	-0.476032	0.581	-0.73857	0.581	-0.492482	0.581	-0.15625	0.581	1.18276	0.581	0.522136	0.581	1.61209	0.581	2.26449	0.581	-3.10864	0.581	2.5494	0.581	-2.93756	0.581	-1.31431	0.581	-0.979065	0.581	-0.162172	0.581	0.89719	0.581	-0.0950571
0.582	-0.57835	0.582	-0.279623	0.582	-0.161185	0.582	0.355336	0.582	0.345137	0.582	-0.569138	0.582	-0.798447	0.582	-0.207902	0.582	0.0885217	0.582	1.3183	0.582	0.916272	0.582	1.71211	0.582	2.32206	0.582	-3.05435	0.582	1.83581	0.582	-3.59555	0.582	-1.24226	0.582	-0.878392	0.582	-0.104927	0.582	0.62248	0.582	-0.0657766
0.583	-0.0634737	0.583	-0.176319	0.583	-0.152631	0.583	0.345137	0.583	0.367838	0.583	-0.538212	0.583	-0.829043	0.583	-0.0585387	0.583	0.277694	0.583	1.36699	0.583	1.06432	0.583	1.66177	0.583	2.31252	0.583	-3.04054	0.583	1.22191	0.583	-3.99593	0.583	-1.05473	0.583	-0.94452	0.583	0.159914	0.583	0.931734	0.583	-0.0325482
0.584	0.451732	0.584	-0.301337	0.584	-0.198361	0.584	0.306645	0.584	0.259599	0.584	-0.641188	0.584	-0.696459	0.584	0.00199622	0.584	0.480683	0.584	1.32982	0.584	1.15052	0.584	1.71507	0.584	2.38359	0.584	-2.83952	0.584	0.348427	0.584	-4.42132	0.584	-0.963602	0.584	-0.577363	0.584	0.476406	0.584	0.739931	0.584	0.00133823
0.585	0.834023	0.585	-0.27732	0.585	-0.249355	0.585	0.230976	0.585	0.158269	0.585	-0.606972	0.585	-0.814896	0.585	0.269798	0.585	0.516872	0.585	1.29725	0.585	1.38969	0.585	1.68645	0.585	2.12566	0.585	-2.49671	0.585	-0.501365	0.585	-4.67365	0.585	-0.832991	0.585	-0.232577	0.585	0.394816	0.585	0.435282	0.585	0.0362116
0.586	0.988322	0.586	-0.161514	0.586	-0.325353	0.586	0.297762	0.586	0.0697691	0.586	-0.494785	0.586	-0.757651	0.586	0.368167	0.586	0.749472	0.586	1.28376	0.586	1.47194	0.586	1.48148	0.586	1.79831	0.586	-2.13186	0.586	-1.06427	0.586	-5.14378	0.586	-0.308245	0.586	-0.281597	0.586	0.824153	0.586	0.336912	0.586	0.070098
0.587	0.876134	0.587	-0.157895	0.587	-0.365819	0.587	0.182943	0.587	-0.0131375	0.587	-0.51617	0.587	-0.56848	0.587	0.525426	0.587	0.895545	0.587	1.12617	0.587	1.47161	0.587	1.35811	0.587	1.6417	0.587	-1.68903	0.587	-1.98315	0.587	-5.12042	0.587	-0.263173	0.587	0.197748	0.587	0.94621	0.587	0.317502	0.587	0.102668
0.588	0.527729	0.588	-0.140787	0.588	-0.351015	0.588	0.0802969	0.588	-0.130917	0.588	-0.447081	0.588	-0.523737	0.588	0.673803	0.588	1.0357	0.588	1.02221	0.588	1.44431	0.588	1.14361	0.588	1.36403	0.588	-1.15376	0.588	-2.54047	0.588	-4.8115	0.588	-0.0193884	0.588	0.436269	0.588	0.732035	0.588	-0.0973601	0.588	0.132607
0.589	0.0319347	0.589	-0.129273	0.589	-0.353647	0.589	0.108261	0.589	-0.198361	0.589	-0.382598	0.589	-0.454977	0.589	0.865607	0.589	1.19164	0.589	0.792241	0.589	1.52162	0.589	0.832378	0.589	0.873502	0.589	-0.468137	0.589	-3.14483	0.589	-4.3973	0.589	0.259599	0.589	0.34744	0.589	0.88732	0.589	-0.0838713	0.589	0.158598
0.59	-0.482612	0.59	-0.0361671	0.59	-0.269753	0.59	-0.00918959	0.59	-0.233564	0.59	-0.365819	0.59	-0.327327	0.59	0.905744	0.59	1.15216	0.59	0.556352	0.59	1.30547	0.59	0.497133	0.59	0.46193	0.59	-0.00359669	0.59	-3.52646	0.59	-3.92783	0.59	0.623467	0.59	0.608333	0.59	1.15545	0.59	-0.281597	0.59	0.179653
0.591	-0.885301	0.591	0.0414755	0.591	-0.32634	0.591	-0.0687376	0.591	-0.326669	0.591	-0.263831	0.591	-0.124667	0.591	0.927129	0.591	1.18802	0.591	0.330991	0.591	1.08307	0.591	0.26256	0.591	0.13491	0.591	0.587935	0.591	-4.092	0.591	-3.32446	0.591	0.760657	0.591	1.03076	0.591	0.781713	0.591	-0.567493	0.591	0.194787
0.592	-1.07546	0.592	0.0572673	0.592	-0.338513	0.592	-0.150328	0.592	-0.377663	0.592	-0.163817	0.592	-0.105256	0.592	1.04754	0.592	1.11334	0.592	0.110564	0.592	0.95937	0.592	-0.0693956	0.592	-0.389507	0.592	1.08307	0.592	-4.31407	0.592	-2.6339	0.592	1.03339	0.592	0.913311	0.592	1.04326	0.592	-0.684286	0.592	0.203999
0.593	-1.00538	0.593	0.0898377	0.593	-0.192439	0.593	-0.199348	0.593	-0.336539	0.593	-0.00129373	0.593	0.0934566	0.593	1.06465	0.593	1.03208	0.593	-0.132562	0.593	0.709005	0.593	-0.461557	0.593	-0.824108	0.593	1.70553	0.593	-4.41901	0.593	-1.76799	0.593	1.17026	0.593	1.07254	0.593	0.827114	0.593	-0.583943	0.593	0.206631
0.594	-0.69284	0.594	0.196432	0.594	-0.193426	0.594	-0.24771	0.594	-0.481954	0.594	0.0381856	0.594	0.283944	0.594	0.984045	0.594	0.934037	0.594	-0.369109	0.594	0.471142	0.594	-0.654018	0.594	-1.05144	0.594	2.16513	0.594	-4.27689	0.594	-0.841545	0.594	1.24	0.594	1.20809	0.594	0.623467	0.594	-0.927741	0.594	0.202683
0.595	-0.219746	0.595	0.21354	0.595	-0.177635	0.595	-0.275346	0.595	-0.47044	0.595	0.132936	0.595	0.266837	0.595	0.88074	0.595	0.822179	0.595	-0.574402	0.595	0.258612	0.595	-1.00078	0.595	-1.5548	0.595	2.54381	0.595	-4.09265	0.595	0.206302	0.595	1.54399	0.595	1.10643	0.595	0.497462	0.595	-0.85306	0.595	0.192484
0.596	0.293485	0.596	0.220448	0.596	-0.128286	0.596	-0.271069	0.596	-0.516499	0.596	0.308948	0.596	0.531677	0.596	0.872186	0.596	0.740589	0.596	-0.767521	0.596	0.00956309	0.596	-1.28536	0.596	-1.81635	0.596	2.82477	0.596	-3.70642	0.596	0.934037	0.596	1.55617	0.596	1.00082	0.596	0.498778	0.596	-0.769166	0.596	0.176363
0.597	0.715914	0.597	0.228673	0.597	-0.0216914	0.597	-0.321076	0.597	-0.517157	0.597	0.290853	0.597	0.580039	0.597	0.685976	0.597	0.497462	0.597	-0.944849	0.597	-0.337855	0.597	-1.43012	0.597	-2.04402	0.597	3.03467	0.597	-3.28629	0.597	1.64434	0.597	1.34693	0.597	1.28573	0.597	-0.00524166	0.597	-0.925109	0.597	0.15465
0.598	0.93963	0.598	0.332965	0.598	0.072401	0.598	-0.352989	0.598	-0.360885	0.598	0.40304	0.598	0.644851	0.598	0.535954	0.598	0.259928	0.598	-1.04947	0.598	-0.625725	0.598	-1.5604	0.598	-2.11311	0.598	3.085	0.598	-2.76517	0.598	2.48426	0.598	1.35581	0.598	0.938643	0.598	-0.176977	0.598	-0.956693	0.598	0.128988
0.599	0.908705	0.599	0.296117	0.599	0.0569383	0.599	-0.385559	0.599	-0.416485	0.599	0.472787	0.599	0.681041	0.599	0.457982	0.599	0.0858898	0.599	-1.31924	0.599	-0.765876	0.599	-1.74266	0.599	-2.33847	0.599	3.15047	0.599	-2.0121	0.599	3.43308	0.599	1.42983	0.599	0.637613	0.599	-0.0828843	0.599	-0.551043	0.599	0.0987206
0.6	0.633994	0.6	0.339873	0.6	0.0760199	0.6	-0.390494	0.6	-0.442146	0.6	0.571486	0.6	0.773159	0.6	0.288879	0.6	-0.123022	0.6	-1.28404	0.6	-1.06033	0.6	-1.77852	0.6	-2.36742	0.6	2.99519	0.6	-1.30082	0.6	3.91111	0.6	1.10281	0.6	0.648799	0.6	-0.505971	0.6	-0.64382	0.6	0.0658211
0.601	0.184917	0.601	0.336912	0.601	0.16748	0.601	-0.337526	0.601	-0.304955	0.601	0.532664	0.601	0.86791	0.601	0.0569383	0.601	-0.30035	0.601	-1.33767	0.601	-1.16166	0.601	-1.6558	0.601	-2.31971	0.601	2.71061	0.601	-0.551043	0.601	4.32366	0.601	0.938972	0.601	0.452719	0.601	-0.675732	0.601	-0.551372	0.601	0.0312767
